@attribute Time numeric
@attribute isbA numeric
@attribute isbB numeric
@attribute isbC numeric
@attribute vsbA numeric
@attribute vsbB numeric
@attribute vsbC numeric
2.1E-4,2.2188095E-7,7.6845135E-9,-2.300546E-7,3.3647485E-8,9.560133E-10,-3.4611524E-8
4.2E-4,4.3133646E-6,-1.7631729E-6,-2.4526248E-6,6.17514E-7,-2.1999088E-7,-4.0342135E-7
6.3E-4,2.9725237E-5,-1.39711665E-5,-1.4950079E-5,4.2206366E-6,-1.7774487E-6,-2.4832184E-6
8.4E-4,1.0609898E-4,-4.625997E-5,-5.7189714E-5,1.5162522E-5,-6.1136134E-6,-9.160323E-6
0.00105,2.2267374E-4,-1.11844754E-4,-1.04561834E-4,3.8872957E-5,-1.1036933E-5,-2.8094868E-5
0.00126,3.937294E-4,-2.3461298E-4,-1.4699862E-4,8.318337E-5,-1.2570695E-5,-7.107399E-5
0.00147,6.6561904E-4,-4.14338E-4,-2.3027796E-4,1.4914053E-4,-9.9914905E-6,-1.3992886E-4
0.00168,0.0011136136,-6.568473E-4,-4.2141817E-4,2.435885E-4,-1.0962074E-6,-2.4371188E-4
0.00189,0.0018022635,-9.5235556E-4,-7.9671835E-4,3.759954E-4,1.873113E-5,-3.9642834E-4
0.0021,0.0027170174,-0.0012759746,-0.0013652334,5.4508925E-4,5.6927525E-5,-6.0434255E-4
0.00231,0.0037977705,-0.0015879191,-0.0021082142,7.3782785E-4,1.2163251E-4,-8.6243986E-4
0.00252,0.0050770906,-0.0019148265,-0.0030328217,9.489268E-4,2.1569063E-4,-0.0011682713
0.00273,0.0065654325,-0.0022624875,-0.004150902,0.0011734755,3.4157504E-4,-0.0015190274
0.00294,0.0081269555,-0.0025514043,-0.005415323,0.0013957656,5.052063E-4,-0.0019046264
0.00315,0.00969017,-0.002754353,-0.00677802,0.0016028453,7.100791E-4,-0.002315922
0.00336,0.011135052,-0.0027376164,-0.008250237,0.0018000914,9.5084624E-4,-0.0027527162
0.00357,0.012288582,-0.0023647125,-0.009804573,0.0019700504,0.0012321074,-0.003201969
0.00378,0.013218102,-0.0017471721,-0.011392344,0.0020870792,0.0015669053,-0.0036517526
0.00399,0.014083085,-0.0010063023,-0.013028576,0.0021593012,0.0019473828,-0.004103061
0.0042,0.014753537,-7.9983016E-5,-0.014638475,0.002196371,0.0023646774,-0.0045564063
0.00441,0.015089815,0.0011048414,-0.016166782,0.002187625,0.002822612,-0.0050050025
