0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
2.1E-4,2.2188095E-7,7.6845135E-9,-2.300546E-7,2.4746007E-5,2.0418714E-5,-4.632196E-5,3.3647485E-8,9.560133E-10,-3.4611524E-8,4.122663E-6,2.5422116E-6,-6.587817E-6,normal
4.2E-4,4.3133646E-6,-1.7631729E-6,-2.4526248E-6,9.191107E-5,8.91385E-5,-1.8671055E-4,6.17514E-7,-2.1999088E-7,-4.0342135E-7,1.5123023E-5,1.1496419E-5,-2.6308204E-5,normal
6.3E-4,2.9725237E-5,-1.39711665E-5,-1.4950079E-5,1.8915212E-4,2.0208803E-4,-4.051077E-4,4.2206366E-6,-1.7774487E-6,-2.4832184E-6,2.9394332E-5,2.7832695E-5,-5.659526E-5,normal
8.4E-4,1.0609898E-4,-4.625997E-5,-5.7189714E-5,3.046762E-4,3.707424E-4,-6.9988327E-4,1.5162522E-5,-6.1136134E-6,-9.160323E-6,4.5567063E-5,5.2737854E-5,-9.739176E-5,normal
0.00105,2.2267374E-4,-1.11844754E-4,-1.04561834E-4,4.3682393E-4,6.153771E-4,-0.0010883508,3.8872957E-5,-1.1036933E-5,-2.8094868E-5,6.403937E-5,8.766139E-5,-1.5058446E-4,normal
0.00126,3.937294E-4,-2.3461298E-4,-1.4699862E-4,5.8955746E-4,9.610491E-4,-0.0015944289,8.318337E-5,-1.2570695E-5,-7.107399E-5,8.611442E-5,1.3417391E-4,-2.1927974E-4,normal
0.00147,6.6561904E-4,-4.14338E-4,-2.3027796E-4,7.354921E-4,0.001423612,-0.0022059851,1.4914053E-4,-9.9914905E-6,-1.3992886E-4,1.1167905E-4,1.9331068E-4,-3.0423378E-4,normal
0.00168,0.0011136136,-6.568473E-4,-4.2141817E-4,8.101981E-4,0.00202061,-0.002877283,2.435885E-4,-1.0962074E-6,-2.4371188E-4,1.4078767E-4,2.6523662E-4,-4.0551316E-4,normal
0.00189,0.0018022635,-9.5235556E-4,-7.9671835E-4,7.725269E-4,0.0027540552,-0.003571764,3.759954E-4,1.873113E-5,-3.9642834E-4,1.7205569E-4,3.501463E-4,-5.218188E-4,normal
0.0021,0.0027170174,-0.0012759746,-0.0013652334,6.0036714E-4,0.0036078223,-0.0042498307,5.4508925E-4,5.6927525E-5,-6.0434255E-4,2.1109523E-4,4.4579056E-4,-6.567532E-4,normal
0.00231,0.0037977705,-0.0015879191,-0.0021082142,2.4610347E-4,0.0045874836,-0.0048685544,7.3782785E-4,1.2163251E-4,-8.6243986E-4,2.5860613E-4,5.530193E-4,-8.1188703E-4,normal
0.00252,0.0050770906,-0.0019148265,-0.0030328217,-2.6440388E-4,0.0055854837,-0.005343995,9.489268E-4,2.1569063E-4,-0.0011682713,3.3384163E-4,6.6029397E-4,-9.950505E-4,normal
0.00273,0.0065654325,-0.0022624875,-0.004150902,-9.6765964E-4,0.006534665,-0.0055774725,0.0011734755,3.4157504E-4,-0.0015190274,4.4929268E-4,7.6498714E-4,-0.0012156009,normal
0.00294,0.0081269555,-0.0025514043,-0.005415323,-0.0019926324,0.007514076,-0.0055410895,0.0013957656,5.052063E-4,-0.0019046264,5.8582507E-4,8.8530005E-4,-0.0014715586,normal
0.00315,0.00969017,-0.002754353,-0.00677802,-0.0033189554,0.008500315,-0.005226253,0.0016028453,7.100791E-4,-0.002315922,7.2612974E-4,0.0010310935,-0.0017565092,normal
0.00336,0.011135052,-0.0027376164,-0.008250237,-0.004846961,0.009442389,-0.004666427,0.0018000914,9.5084624E-4,-0.0027527162,8.865482E-4,0.0011945121,-0.0020800172,normal
0.00357,0.012288582,-0.0023647125,-0.009804573,-0.006540894,0.0103355255,-0.0038874713,0.0019700504,0.0012321074,-0.003201969,0.0010691141,0.001376586,-0.0024447257,normal
0.00378,0.013218102,-0.0017471721,-0.011392344,-0.00840994,0.011203928,-0.0029138792,0.0020870792,0.0015669053,-0.0036517526,0.0012353244,0.0015979505,-0.0028317226,normal
0.00399,0.014083085,-0.0010063023,-0.013028576,-0.0103053795,0.011935588,-0.0017718372,0.0021593012,0.0019473828,-0.004103061,0.0013804729,0.0018558109,-0.0032344006,normal
0.0042,0.014753537,-7.9983016E-5,-0.014638475,-0.012256123,0.01255644,-4.5068524E-4,0.002196371,0.0023646774,-0.0045564063,0.0014929433,0.0021591128,-0.0036502883,normal
0.00441,0.015089815,0.0011048414,-0.016166782,-0.014112707,0.012976958,9.92653E-4,0.002187625,0.002822612,-0.0050050025,0.001555637,0.002513634,-0.0040680734,normal
0.00462,0.015099591,0.0024739208,-0.017550584,-0.015727412,0.013138179,0.002472454,0.0020961491,0.0033351872,-0.005426393,0.001569294,0.002915266,-0.0044842977,normal
0.00483,0.01467306,0.004052199,-0.018701319,-0.017272418,0.013162733,0.0040252847,0.0019156303,0.0038937342,-0.0058051506,0.0015379931,0.003359159,-0.0048973826,normal
0.00504,0.013860333,0.005709633,-0.019552222,-0.018961309,0.013172622,0.005730111,0.0016377264,0.0044941907,-0.006128113,0.0014241876,0.0038579341,-0.0052820495,normal
0.00525,0.012666445,0.0073932405,-0.020065123,-0.020781307,0.013119635,0.0076174657,0.0012692265,0.005124165,-0.0063895998,0.0012053795,0.0044152383,-0.00562045,normal
0.00546,0.0108871525,0.009175185,-0.020112313,-0.022513393,0.012850128,0.009652171,8.0846704E-4,0.0057761446,-0.006580298,8.821054E-4,0.0050142338,-0.005898225,normal
0.00567,0.008639904,0.010923799,-0.019660665,-0.024198815,0.012487786,0.011751683,2.531266E-4,0.006441311,-0.006689752,4.2550624E-4,0.00566186,-0.0060918923,normal
0.00588,0.0063019106,0.012405902,-0.018848076,-0.025858762,0.012062409,0.013895575,-4.0739364E-4,0.00711545,-0.0067031733,-1.7237176E-4,0.0063506756,-0.006184761,normal
0.00609,0.004131233,0.013525228,-0.017832652,-0.027441088,0.011501471,0.016105134,-0.0011620471,0.007785252,-0.0066183577,-8.950445E-4,0.0070564975,-0.006169614,normal
0.0063,0.0020735806,0.014438598,-0.016716786,-0.02881069,0.01074914,0.018300973,-0.001987074,0.008427887,-0.0064364206,-0.0017491832,0.007767721,-0.006028251,normal
0.00651,3.3483264E-4,0.015027697,-0.015581663,-0.029941566,0.009854251,0.020405628,-0.0028862536,0.009047076,-0.0061574085,-0.0027225676,0.008462772,-0.0057506575,normal
0.00672,-0.0010047434,0.015258737,-0.014478389,-0.030900989,0.008841104,0.022447074,-0.0038637582,0.009638156,-0.0057728062,-0.0037863997,0.009115311,-0.0053388122,normal
0.00693,-0.0019310095,0.015164382,-0.013461567,-0.031840857,0.007751414,0.024528949,-0.0048993374,0.010178362,-0.005279269,-0.0049142297,0.009706226,-0.0048006647,normal
0.00714,-0.0024789039,0.014783436,-0.012546966,-0.032841384,0.0065799356,0.026737042,-0.0059830593,0.010656802,-0.0046748486,-0.006097973,0.010225992,-0.004134905,normal
0.00735,-0.0027767792,0.014198436,-0.011693837,-0.03390347,0.0052497583,0.029150587,-0.0071130125,0.011069497,-0.0039574793,-0.007312201,0.010653615,-0.0033464655,normal
0.00756,-0.0028791148,0.0134454025,-0.010877742,-0.035011895,0.0037143168,0.031806625,-0.008275191,0.011399674,-0.003124921,-0.008546658,0.010974613,-0.0024315268,normal
0.00777,-0.0027163413,0.012489832,-0.010125195,-0.036159787,0.001958605,0.034717936,-0.00945309,0.01163069,-0.0021770843,-0.00977886,0.011169674,-0.0013932576,normal
0.00798,-0.002255773,0.011336244,-0.009467567,-0.037270192,-5.7815192E-5,0.037848618,-0.010643628,0.011751873,-0.0011059532,-0.010991324,0.0112294,-2.3908254E-4,normal
0.00819,-0.0016334414,0.010141638,-0.00892879,-0.0381481,-0.0024394323,0.041103076,-0.011839375,0.011751835,9.1871945E-5,-0.0121708205,0.01114863,0.0010227277,normal
0.0084,-7.6559104E-4,0.008907595,-0.008584612,-0.038692802,-0.0051673497,0.04436288,-0.0130153615,0.0116112605,0.0014095715,-0.013299962,0.010919717,0.002382321,normal
0.00861,4.040749E-4,0.0076455874,-0.008495951,-0.0388677,-0.008204792,0.04755012,-0.014144562,0.011312,0.002838226,-0.014349546,0.010529067,0.003824501,normal
0.00882,0.0017215282,0.006487942,-0.00865625,-0.038616214,-0.011527382,0.05057872,-0.015221696,0.010853446,0.00437368,-0.015305811,0.009972185,0.0053395857,normal
0.00903,0.0030537366,0.0055067507,-0.009008569,-0.037814893,-0.015144834,0.053335816,-0.01622473,0.010229222,0.0060002035,-0.016161706,0.009255074,0.00691422,normal
0.00924,0.00444465,0.0046343445,-0.009513025,-0.036574606,-0.018942786,0.055824123,-0.017118776,0.009430142,0.0076917503,-0.016901463,0.008376788,0.008533431,normal
0.00945,0.005811825,0.003924057,-0.010147658,-0.03498835,-0.022853175,0.05808017,-0.01788361,0.0084559815,0.009429262,-0.017503016,0.0073298872,0.010182286,normal
0.00966,0.0071368692,0.0033947288,-0.010919316,-0.033019584,-0.026882855,0.060075175,-0.01849836,0.0073068887,0.011191248,-0.017974325,0.0061305864,0.011852747,normal
0.00987,0.008346201,0.0030455955,-0.01174422,-0.030632474,-0.031009924,0.061759382,-0.01894721,0.005988297,0.012956488,-0.018307066,0.0047854213,0.013529845,normal
0.01008,0.009547599,0.002806622,-0.012645887,-0.027940152,-0.035126276,0.063142166,-0.019217053,0.0045071654,0.014705213,-0.018481899,0.0032945576,0.015194144,normal
0.01029,0.010776699,0.0027148083,-0.013706826,-0.02495736,-0.039234195,0.064233914,-0.019295733,0.0028698284,0.016418828,-0.018491877,0.0016665965,0.016830932,normal
0.0105,0.012143389,0.0027145809,-0.014993749,-0.021678159,-0.043327324,0.06501387,-0.019171445,0.0010865133,0.018075382,-0.01831894,-9.156954E-5,0.018415425,normal
0.01071,0.013636898,0.0028164804,-0.016506428,-0.01804922,-0.047357664,0.06537703,-0.018832652,-8.317743E-4,0.019652415,-0.017951563,-0.001969591,0.019925708,normal
0.01092,0.015317343,0.0030217285,-0.018300103,-0.014062592,-0.051275652,0.065259635,-0.018269593,-0.0028705706,0.021126222,-0.017366646,-0.0039600804,0.02133138,normal
0.01113,0.01715611,0.003398445,-0.020430353,-0.009797881,-0.055014633,0.06465879,-0.017482234,-0.00500966,0.022476854,-0.016558735,-0.0060422653,0.022606492,normal
0.01134,0.0191338,0.0039944965,-0.02292811,-0.005367742,-0.05849839,0.06360805,-0.016458988,-0.0072314176,0.023674812,-0.015518754,-0.008200235,0.023726318,normal
0.01155,0.02116044,0.004845195,-0.02573476,-7.6666893E-4,-0.06166714,0.06205963,-0.015195159,-0.009512643,0.02469246,-0.014236102,-0.010417211,0.024661986,normal
0.01176,0.023050545,0.0060471124,-0.028759463,0.0039002304,-0.064430274,0.060034767,-0.013694676,-0.011826483,0.025506863,-0.012710724,-0.012668362,0.025388572,normal
0.01197,0.024820521,0.007549696,-0.031966884,0.008557702,-0.066767864,0.05759633,-0.011959177,-0.014146486,0.026092796,-0.010957818,-0.014921651,0.025889846,normal
0.01218,0.026463112,0.009359984,-0.035347354,0.013143528,-0.06870237,0.054839157,-0.009998565,-0.01644428,0.026431402,-0.008979503,-0.017154189,0.026144637,normal
0.01239,0.027817084,0.0115139205,-0.038771503,0.017612053,-0.07019553,0.05177661,-0.007826249,-0.018692039,0.026508227,-0.0067881783,-0.01933695,0.026135996,normal
0.0126,0.028872382,0.013969474,-0.042188775,0.021909723,-0.07122702,0.048437793,-0.005456771,-0.020860558,0.026308367,-0.0044231345,-0.021430168,0.025863798,normal
0.01281,0.029697295,0.016663142,-0.045609757,0.02591792,-0.07174766,0.04489011,-0.0029064508,-0.022922643,0.025820628,-0.0019025289,-0.02340607,0.02531841,normal
0.01302,0.030216888,0.019657299,-0.04903103,0.029639075,-0.071848035,0.04123005,-2.0005094E-4,-0.024850346,0.025042579,7.6438027E-4,-0.025247552,0.024491442,normal
0.01323,0.03035703,0.022948338,-0.052382518,0.033043917,-0.071509816,0.03746121,0.0026326491,-0.026613386,0.023973629,0.0035372456,-0.026923442,0.023392806,normal
